czech,english,pronunciation,audio,sort_order,block_id,note_id,topic_id,grammar_chunk_id,is_vocabulary,lesson_id
Kdo je přátelský?,Who's friendly?,hˌuːz fɹˈɛndli,whos_friendly.opus,8046,12,,,7,False,8
Kdo je připravený?,Who's ready?,hˌuːz ɹˈɛdi,whos_ready.opus,8047,12,,,7,False,8
Kdo jsme?,Who are we?,hˈuː ɑːɹ wiː,who_are_we.opus,8048,12,,,7,False,8
Co je to?,What is it?,wˈʌt ɪz ɪt,what_is_it.opus,8049,12,,,7,False,8
Co je toto?,What's this?,wˌʌts ðˈɪs,whats_this.opus,8050,12,,,7,False,8
Co je tam?,What's there?,wˌʌts ðˈɛɹ,whats_there.opus,8051,,,,7,False,8
Co je uvnitř?,What's inside?,wˌʌts ɪnsˈaɪd,whats_inside.opus,8052,,,,7,False,8
Co je špatně?,What's wrong?,wˌʌts ɹˈɔŋ,whats_wrong.opus,8053,,,,7,False,8
Co je nové?,What's new?,wˌʌts nˈuː,whats_new.opus,8054,,,,7,False,8
Co je obtížné?,What's difficult?,wˌʌts dˈɪfɪkəlt,whats_difficult.opus,8055,,,,7,False,8
Co jsou tyto věci?,What are these things?,wˌʌt ɑːɹ ðiːz θˈɪŋz,what_are_these_things.opus,8056,,,,7,False,8
Co jsou tamty věci?,What are those things?,wˌʌt ɑːɹ ðoʊz θˈɪŋz,what_are_those_things.opus,8057,,,,7,False,8
Kde jsi?,Where are you?,wˈɛɹ ɑːɹ juː,where_are_you.opus,8058,,,,7,False,8
Kde je on?,Where's he?,wˈɛɹz hiː,wheres_he.opus,8059,,,,7,False,8
Kde je ona?,Where's she?,wˈɛɹz ʃiː,wheres_she.opus,8060,,,,7,False,8
Kde jsme?,Where are we?,wˈɛɹ ɑːɹ wiː,where_are_we.opus,8061,,,,7,False,8
Kde jsou lidé?,Where are people?,wˌɛɹ ɑːɹ pˈiːpəl,where_are_people.opus,8062,,,,7,False,8
Kde je domov?,Where's home?,wˌɛɹz hˈoʊm,wheres_home.opus,8063,,,,7,False,8
Odkud jsi?,Where are you from?,wˈɛɹ ɑːɹ juː fɹʌm,where_are_you_from.opus,8064,,,,7,False,8
Kde je tento počítač?,Where's this computer?,wˌɛɹz ðɪs kəmpjˈuːɾɚ,wheres_this_computer.opus,8065,,,,7,False,8
Proč jsi unavený?,Why are you tired?,wˌaɪ ɑːɹ juː tˈaɪɚd,why_are_you_tired.opus,8066,,,,7,False,8
Proč je naštvaný?,Why's he angry?,wˌaɪz hiː ˈæŋɡɹi,whys_he_angry.opus,8067,,,,7,False,8
Proč je to snadné?,Why's it easy?,wˌaɪz ɪɾ ˈiːzi,whys_it_easy.opus,8068,,,,7,False,8
Jak se máš?,How are you?,hˈaʊ ɑːɹ juː,how_are_you.opus,8069,,,,7,False,8
Kdo je tento učitel?,Who's this teacher?,hˌuːz ðɪs tˈiːtʃɚ,whos_this_teacher.opus,8070,,,,7,False,8
Kdo je tento chlapec?,Who's this boy?,hˌuːz ðɪs bˈɔɪ,whos_this_boy.opus,8071,,,,7,False,8
Kdo je tato dívka?,Who's this girl?,hˌuːz ðɪs ɡˈɜːl,whos_this_girl.opus,8072,,,,7,False,8
Co je na tomto stole?,What's on this table?,wˌʌts ˌɔn ðɪs tˈeɪbəl,whats_on_this_table.opus,8073,,,,7,False,8
Co je v tomto pokoji?,What's in this room?,wˌʌts ɪn ðɪs ɹˈuːm,whats_in_this_room.opus,8074,,,,7,False,8
Co je mezi tímto domem a školou?,What's between this house and school?,wˌʌts bᵻtwˌiːn ðɪs hˈaʊs ænd skˈuːl,whats_between_this_house_and_school.opus,8075,,,,7,False,8
Kde je tento telefon?,Where's this phone?,wˌɛɹz ðɪs fˈoʊn,wheres_this_phone.opus,8076,,,,7,False,8
Proč je doma?,Why's he at home?,wˌaɪz hiː æt hˈoʊm,whys_he_at_home.opus,8077,,,,7,False,8
Jaká je škola?,How's school?,hˌaʊz skˈuːl,hows_school.opus,8078,,,,7,False,8
Jaký je život?,How's life?,hˌaʊz lˈaɪf,hows_life.opus,8079,,,,7,False,8
